bowler,overs,maidens,runs,wickets,er,sr,avg,wides,noballs,team_id,dots,c1,c2,c3,c4,c6,inn_id,m_id,t_id
11,4,0,42,0,10.5,-1,-1,1,1,1,4,14,1,0,6,0,1,1,1
12,4,0,35,1,8.75,24,35,0,1,1,10,10,0,0,3,2,1,1,1
10,4,0,50,0,12.5,-1,-1,0,0,1,7,6,0,0,11,0,1,1,1
13,4,0,26,1,6.5,24,26,0,0,1,5,16,1,0,2,0,1,1,1
6,4,0,26,3,6.5,8,8.67,0,0,1,9,12,0,0,2,1,1,1,1
19,1,0,5,0,5,-1,-1,0,0,2,1,5,0,0,0,0,2,1,1
25,3.3,0,48,1,13.71,21,48,0,0,2,8,3,0,1,6,3,2,1,1
27,2,0,30,0,15,-1,-1,0,2,2,5,4,1,0,1,3,2,1,1
24,3,0,42,1,14,18,42,0,0,2,5,6,0,0,3,4,2,1,1
23,4,0,28,0,7,-1,-1,1,1,2,8,14,0,0,3,0,2,1,1
22,4,0,27,1,6.75,24,27,0,0,2,10,11,0,0,1,2,2,1,1
94,1,0,11,0,11,-1,-1,0,0,7,1,3,0,0,2,0,3,2,1
91,4,0,47,1,11.75,24,47,0,0,7,9,7,0,0,4,4,3,2,1
92,4,0,24,0,6,-1,-1,0,0,7,3,20,0,0,1,0,3,2,1
93,3,0,34,0,11.33,-1,-1,0,0,7,6,6,0,0,4,2,3,2,1
87,4,0,37,1,9.25,24,37,1,0,7,7,12,0,0,3,2,3,2,1
89,4,0,36,1,9,24,36,0,0,7,11,6,0,0,6,1,3,2,1
48,3,0,32,1,10.67,18,32,0,0,4,3,10,0,0,4,1,4,2,1
53,4,0,52,1,13,24,52,0,0,4,9,4,0,0,9,2,4,2,1
51,4,0,38,0,9.5,-1,-1,0,1,4,7,11,2,0,4,1,4,2,1
52,4,1,31,3,7.75,8,10.33,0,0,4,12,7,0,0,3,2,4,2,1
50,4,0,22,2,5.5,12,11,0,0,4,8,14,0,0,2,0,4,2,1
49,1,0,12,0,12,-1,-1,0,0,4,0,4,0,0,2,0,4,2,1
67,4,0,52,0,13,-1,-1,1,0,5,4,11,2,0,3,4,5,3,1
64,2,0,28,0,14,-1,-1,0,0,5,2,6,0,0,1,3,5,3,1
61,3,0,28,0,9.33,-1,-1,1,0,5,4,11,0,0,1,2,5,3,1
65,4,0,39,2,9.75,12,19.5,0,0,5,11,7,0,0,2,4,5,3,1
62,3,0,34,1,11.33,18,34,0,0,5,5,8,0,0,2,3,5,3,1
66,4,0,34,0,8.5,-1,-1,0,0,5,5,14,1,0,3,1,5,3,1
38,4,0,31,0,7.75,-1,-1,0,1,3,13,8,0,0,1,3,6,3,1
35,4,0,38,4,9.5,6,9.5,0,0,3,13,4,1,0,2,4,6,3,1
36,4,0,30,1,7.5,24,30,0,0,3,10,10,0,0,2,2,6,3,1
37,4,0,11,3,2.75,8,3.67,0,0,3,13,11,0,0,0,0,6,3,1
33,4,0,35,1,8.75,24,35,0,0,3,8,9,2,0,4,1,6,3,1
77,4,0,31,3,7.75,8,10.33,0,0,6,8,11,0,0,5,0,7,4,1
75,2,0,10,1,5,12,10,0,0,6,5,6,0,0,1,0,7,4,1
78,3,0,42,0,14,-1,-1,0,0,6,4,6,0,0,6,2,7,4,1
80,4,0,35,1,8.75,24,35,0,0,6,7,11,0,0,6,0,7,4,1
81,3,0,26,0,8.67,-1,-1,1,0,6,5,9,0,0,4,0,7,4,1
79,4,0,39,2,9.75,12,19.5,1,0,6,8,7,3,1,1,3,7,4,1
104,4,0,29,1,7.25,24,29,2,1,8,5,18,0,0,2,0,8,4,1
103,4,0,29,3,7.25,8,9.67,1,0,8,8,12,0,0,4,0,8,4,1
105,4,0,34,0,8.5,-1,-1,0,0,8,7,12,0,0,4,1,8,4,1
106,4,0,49,1,12.25,24,49,0,0,8,5,9,1,0,5,3,8,4,1
98,4,0,26,1,6.5,24,26,0,0,8,7,14,0,0,3,0,8,4,1
26,4,0,22,2,5.5,12,11,0,0,2,11,10,0,0,3,0,9,5,1
19,3,0,29,0,9.67,-1,-1,0,1,2,8,6,1,0,2,2,9,5,1
22,2,0,15,2,7.5,6,7.5,0,0,2,5,5,0,0,1,1,9,5,1
25,4,0,41,0,10.25,-1,-1,0,0,2,6,11,1,0,4,2,9,5,1
23,4,0,33,0,8.25,-1,-1,0,0,2,4,15,1,0,4,0,9,5,1
24,3,0,25,0,8.33,-1,-1,0,0,2,3,11,1,0,3,0,9,5,1
65,4,0,26,1,6.5,24,26,0,1,5,13,9,0,0,1,2,10,5,1
62,3,0,25,0,8.33,-1,-1,0,0,5,4,11,0,0,2,1,10,5,1
64,3,0,19,1,6.33,18,19,0,0,5,7,9,0,0,1,1,10,5,1
63,3,0,24,1,8,18,24,0,0,5,7,6,1,0,4,0,10,5,1
67,4,0,27,4,6.75,6,6.75,0,1,5,13,8,0,0,3,1,10,5,1
68,3,0,34,0,11.33,-1,-1,0,0,5,7,4,0,0,6,1,10,5,1
48,4,0,33,1,8.25,24,33,1,0,4,6,12,3,0,2,1,11,6,1
50,4,0,55,0,13.75,-1,-1,1,0,4,4,10,0,0,5,4,11,6,1
51,4,0,42,0,10.5,-1,-1,0,0,4,4,14,0,0,4,2,11,6,1
53,4,0,22,1,5.5,24,22,0,0,4,10,12,0,0,1,1,11,6,1
52,4,1,14,3,3.5,8,4.67,0,0,4,16,6,0,0,2,0,11,6,1
104,4,0,31,3,7.75,8,10.33,1,0,8,10,10,0,0,2,2,12,6,1
106,4,0,26,1,6.5,24,26,0,0,8,10,10,1,0,2,1,12,6,1
105,4,0,35,1,8.75,24,35,0,1,8,11,8,0,0,5,1,12,6,1
103,4,0,42,1,10.5,24,42,0,0,8,7,8,2,0,6,1,12,6,1
98,4,0,33,1,8.25,24,33,0,0,8,5,13,0,0,5,0,12,6,1
35,4,0,26,0,6.5,-1,-1,0,0,3,11,7,2,1,3,0,13,7,1
36,4,0,38,1,9.5,24,38,1,0,3,12,5,0,0,5,2,13,7,1
33,4,0,24,2,6,12,12,0,0,3,9,12,0,0,3,0,13,7,1
32,3,0,23,1,7.67,18,23,0,0,3,5,9,1,0,3,0,13,7,1
37,3,0,33,0,11,-1,-1,0,0,3,5,7,0,0,5,1,13,7,1
39,2,0,19,0,9.5,-1,-1,0,1,3,4,6,0,0,3,0,13,7,1
12,4,0,33,1,8.25,24,33,1,0,1,10,10,0,0,1,3,14,7,1
6,4,1,22,3,5.5,8,7.33,0,0,1,12,8,1,0,3,0,14,7,1
14,4,0,25,2,6.25,12,12.5,1,0,1,13,8,0,0,1,2,14,7,1
10,4,0,32,0,8,-1,-1,0,0,1,9,10,1,0,2,2,14,7,1
13,4,0,20,1,5,24,20,0,0,1,7,16,0,0,1,0,14,7,1
87,2,0,12,0,6,-1,-1,0,0,7,5,6,0,0,0,1,15,8,1
89,4,0,42,2,10.5,12,21,0,0,7,13,4,0,0,2,5,15,8,1
90,4,0,36,1,9,24,36,0,1,7,10,9,0,0,5,1,15,8,1
91,4,0,25,2,6.25,12,12.5,0,0,7,12,9,0,0,1,2,15,8,1
93,4,0,37,1,9.25,24,37,0,0,7,8,11,0,0,2,3,15,8,1
92,2,0,27,0,13.5,-1,-1,1,1,7,4,5,0,0,2,2,15,8,1
76,4,0,30,2,7.5,12,15,0,0,6,8,12,0,0,3,1,16,8,1
81,4,0,26,1,6.5,24,26,0,0,6,10,10,1,0,2,1,16,8,1
78,4,0,46,0,11.5,-1,-1,0,0,6,7,10,0,0,3,4,16,8,1
80,4,0,34,1,8.5,24,34,0,0,6,5,14,0,0,5,0,16,8,1
77,4,0,34,0,8.5,-1,-1,1,0,6,6,13,1,0,3,1,16,8,1
65,4,0,17,3,4.25,8,5.67,0,0,5,13,9,0,0,2,0,17,9,1
66,4,0,25,1,6.25,24,25,0,0,5,10,11,1,0,0,2,17,9,1
63,3,0,39,0,13,-1,-1,0,0,5,1,9,1,0,4,2,17,9,1
64,4,0,27,1,6.75,24,27,1,0,5,9,12,0,0,2,1,17,9,1
62,1,0,10,0,10,-1,-1,0,0,5,1,4,0,0,0,1,17,9,1
67,4,0,47,1,11.75,24,47,0,0,5,6,9,1,0,6,2,17,9,1
14,4,1,21,2,5.25,12,10.5,0,0,1,15,5,0,0,4,0,18,9,1
13,4,0,34,1,8.5,24,34,1,0,1,6,13,0,0,5,0,18,9,1
12,4,0,31,1,7.75,24,31,0,0,1,11,9,0,0,1,3,18,9,1
6,4,0,26,3,6.5,8,8.67,0,0,1,11,10,0,0,1,2,18,9,1
9,4,0,18,2,4.5,12,9,0,0,1,11,12,0,0,0,1,18,9,1
77,3,0,28,0,9.33,-1,-1,1,0,6,4,9,1,0,4,0,19,10,1
78,4,0,48,0,12,-1,-1,0,0,6,7,6,1,0,10,0,19,10,1
80,4,0,35,1,8.75,24,35,1,0,6,6,14,0,0,2,2,19,10,1
76,4,0,36,0,9,-1,-1,0,0,6,7,12,0,0,3,2,19,10,1
75,2,0,19,0,9.5,-1,-1,0,0,6,4,5,0,0,2,1,19,10,1
81,3,0,43,0,14.33,-1,-1,0,0,6,2,9,0,0,4,3,19,10,1
48,3,0,42,1,14,18,42,0,0,4,4,6,1,0,4,3,20,10,1
49,4,0,27,1,6.75,24,27,0,1,4,9,12,1,0,3,0,20,10,1
52,4,0,36,1,9,24,36,0,0,4,9,10,0,0,2,3,20,10,1
55,2,0,19,0,9.5,-1,-1,0,0,4,2,7,0,0,3,0,20,10,1
50,3,0,19,3,6.33,6,6.33,1,0,4,9,6,0,0,3,0,20,10,1
54,4,0,42,1,10.5,24,42,0,0,4,4,12,1,0,4,2,20,10,1
36,4,0,15,2,3.75,12,7.5,0,0,3,15,5,1,0,2,0,21,11,1
38,4,0,42,0,10.5,-1,-1,1,0,3,6,11,1,0,4,2,21,11,1
32,4,0,27,1,6.75,24,27,0,0,3,9,11,1,0,2,1,21,11,1
41,4,0,29,1,7.25,24,29,0,0,3,9,11,0,0,3,1,21,11,1
35,4,0,41,1,10.25,24,41,0,0,3,9,7,0,0,7,1,21,11,1
25,4,0,37,1,9.25,24,37,0,0,2,9,9,1,0,2,3,22,11,1
24,3,0,28,2,9.33,9,14,0,0,2,9,4,0,0,3,2,22,11,1
26,4,0,26,1,6.5,24,26,0,0,2,11,10,0,0,1,2,22,11,1
19,4,0,22,0,5.5,-1,-1,0,0,2,8,14,0,0,2,0,22,11,1
23,2,0,15,1,7.5,12,15,0,0,2,5,5,0,0,1,1,22,11,1
22,3,0,15,1,5,18,15,0,0,2,8,9,0,0,0,1,22,11,1
87,3,0,28,1,9.33,18,28,0,1,7,5,11,0,0,1,2,23,12,1
89,4,1,4,4,1,6,1,0,0,7,20,4,0,0,0,0,23,12,1
93,4,1,30,2,7.5,12,15,0,0,7,13,6,0,0,3,2,23,12,1
90,3,0,20,1,6.67,18,20,0,0,7,10,4,1,0,2,1,23,12,1
91,4,0,36,1,9,24,36,0,0,7,10,8,0,0,4,2,23,12,1
92,2,0,15,0,7.5,-1,-1,0,0,7,3,7,0,0,2,0,23,12,1
103,4,0,28,2,7,12,14,0,1,8,9,13,1,0,0,2,24,12,1
106,3,0,23,0,7.67,-1,-1,0,0,8,6,9,0,0,2,1,24,12,1
104,3,0,27,1,9,18,27,0,0,8,7,7,0,0,2,2,24,12,1
98,3.2,0,30,0,9,-1,-1,0,0,8,9,6,0,0,3,2,24,12,1
108,1,0,15,0,15,-1,-1,0,0,8,2,1,0,0,2,1,24,12,1
105,2,0,11,1,5.5,12,11,0,0,8,6,5,0,0,0,1,24,12,1
6,4,0,23,0,5.75,-1,-1,0,0,1,9,13,0,0,1,1,25,13,1
12,4,0,30,1,7.5,24,30,0,0,1,10,10,0,0,2,2,25,13,1
9,4,0,39,2,9.75,12,19.5,0,1,1,10,10,0,0,1,4,25,13,1
10,4,0,30,2,7.5,12,15,0,0,1,12,8,0,0,1,3,25,13,1
13,4,0,51,0,12.75,-1,-1,2,0,1,5,11,0,0,5,3,25,13,1
91,4,0,38,1,9.5,24,38,0,0,7,10,8,0,0,3,3,26,13,1
87,4,0,25,3,6.25,8,8.33,0,0,7,12,9,0,0,1,2,26,13,1
93,4,0,35,0,8.75,-1,-1,0,0,7,6,13,0,0,4,1,26,13,1
89,4,0,32,1,8,24,32,0,0,7,10,10,0,0,1,3,26,13,1
90,3,0,32,0,10.67,-1,-1,0,0,7,3,10,0,0,4,1,26,13,1
92,1,0,11,0,11,-1,-1,0,0,7,1,3,0,0,2,0,26,13,1
32,2,0,19,1,9.5,12,19,0,1,3,6,4,0,0,2,1,27,14,1
35,4,0,27,0,6.75,-1,-1,0,0,3,12,7,0,0,5,0,27,14,1
38,3,0,33,0,11,-1,-1,0,0,3,5,7,1,0,3,2,27,14,1
37,4,0,34,0,8.5,-1,-1,0,0,3,8,10,0,0,6,0,27,14,1
36,4,0,24,3,6,8,8,0,0,3,11,10,0,0,2,1,27,14,1
33,3,0,32,0,10.67,-1,-1,2,1,3,5,9,1,0,3,1,27,14,1
52,3,0,34,0,11.33,-1,-1,0,0,4,7,4,1,0,4,2,28,14,1
53,3,0,38,0,12.67,-1,-1,0,0,4,4,8,0,0,3,3,28,14,1
50,3.4,0,28,0,7.64,-1,-1,1,1,4,9,10,0,0,4,0,28,14,1
49,2,0,16,0,8,-1,-1,0,1,4,4,7,0,0,2,0,28,14,1
48,3,0,30,1,10,18,30,1,2,4,5,11,0,0,4,0,28,14,1
51,3,0,27,0,9,-1,-1,1,1,4,8,7,0,0,3,1,28,14,1
38,2,0,21,0,10.5,-1,-1,0,0,3,3,5,0,0,4,0,29,15,1
35,4,0,23,3,5.75,8,7.67,0,0,3,11,9,1,0,3,0,29,15,1
36,4,1,29,2,7.25,12,14.5,0,0,3,16,3,0,0,2,3,29,15,1
32,2,0,12,0,6,-1,-1,0,0,3,2,8,0,0,1,0,29,15,1
37,4,0,21,2,5.25,12,10.5,0,0,3,16,5,0,0,1,2,29,15,1
33,4,0,22,2,5.5,12,11,0,0,3,14,6,0,0,4,0,29,15,1
13,2,0,30,1,15,12,30,0,0,1,2,4,1,0,3,2,30,15,1
6,4,0,19,1,4.75,24,19,0,0,1,9,13,1,0,1,0,30,15,1
10,2.5,0,37,0,13.06,-1,-1,0,2,1,6,7,0,0,4,2,30,15,1
12,4,1,16,0,4,-1,-1,0,0,1,13,8,2,0,1,0,30,15,1
9,4,0,30,2,7.5,12,15,1,0,1,10,9,1,0,3,1,30,15,1
113,4,0,37,2,9.25,12,18.5,0,0,21,8,11,0,0,2,3,31,16,2
112,4,0,32,1,8,24,32,0,0,21,8,12,0,0,2,2,31,16,2
114,4,0,65,2,16.25,12,32.5,0,0,21,6,7,0,0,4,7,31,16,2
10,4,0,35,0,8.75,-1,-1,1,0,21,7,12,1,0,2,2,31,16,2
115,3,0,28,1,9.33,18,28,0,0,21,4,10,0,0,3,1,31,16,2
5,1,0,9,0,9,-1,-1,0,0,21,0,5,0,0,1,0,31,16,2
125,4,0,49,0,12.25,-1,-1,0,0,22,6,11,0,0,2,5,32,16,2
123,4,0,45,0,11.25,-1,-1,0,0,22,5,11,0,0,7,1,32,16,2
124,4,0,32,0,8,-1,-1,0,0,22,8,12,0,0,2,2,32,16,2
9,4,0,33,0,8.25,-1,-1,0,0,22,5,15,0,0,3,1,32,16,2
80,4,0,40,3,10,8,13.33,1,0,22,7,11,0,0,4,2,32,16,2
154,2,0,20,0,10,-1,-1,0,0,25,3,6,0,0,2,1,33,17,2
152,3,0,30,0,10,-1,-1,0,0,25,2,12,0,0,3,1,33,17,2
91,4,0,42,0,10.5,-1,-1,1,0,25,4,13,1,0,5,1,33,17,2
87,3,0,28,0,9.33,-1,-1,1,0,25,3,11,1,0,2,1,33,17,2
151,4,0,32,4,8,6,8,0,0,25,13,4,1,0,5,1,33,17,2
153,4,0,38,1,9.5,24,38,0,0,25,5,14,0,0,3,2,33,17,2
142,3,0,24,0,8,-1,-1,1,0,24,5,9,1,0,3,0,34,17,2
141,1,0,11,0,11,-1,-1,0,0,24,0,5,0,0,0,1,34,17,2
6,4,0,26,1,6.5,24,26,0,0,24,6,14,2,0,2,0,34,17,2
140,3.4,0,21,3,5.73,7.33,7,1,0,24,10,8,2,0,2,0,34,17,2
12,4,0,25,2,6.25,12,12.5,0,0,24,8,13,0,0,3,0,34,17,2
143,4,0,29,4,7.25,6,7.25,2,0,24,5,15,2,0,2,0,34,17,2
130,4,0,50,1,12.5,24,50,0,0,23,6,10,1,0,2,5,37,19,2
94,3,0,25,0,8.33,-1,-1,0,0,23,7,7,1,0,1,2,37,19,2
132,3,0,46,0,15.33,-1,-1,0,0,23,2,8,1,0,3,4,37,19,2
131,4,0,30,4,7.5,6,7.5,0,0,23,12,6,1,0,4,1,37,19,2
13,4,0,37,0,9.25,-1,-1,0,0,23,5,13,1,0,4,1,37,19,2
33,2,0,16,0,8,-1,-1,0,0,23,2,8,0,0,2,0,37,19,2
12,4,0,33,1,8.25,24,33,0,0,24,8,11,1,0,2,2,38,19,2
140,1,0,16,0,16,-1,-1,0,0,24,1,2,0,0,2,1,38,19,2
141,3,0,39,0,13,-1,-1,0,2,24,3,11,0,0,5,1,38,19,2
6,4,0,57,0,14.25,-1,-1,0,0,24,4,9,1,0,4,5,38,19,2
143,4,0,29,1,7.25,24,29,0,0,24,5,15,1,0,3,0,38,19,2
142,4,0,31,3,7.75,8,10.33,0,0,24,12,7,0,0,3,2,38,19,2
80,3,0,22,0,7.33,-1,-1,0,0,22,4,11,0,1,2,0,39,20,2
9,1,0,7,0,7,-1,-1,0,0,22,2,3,0,0,1,0,39,20,2
124,4,0,22,4,5.5,6,5.5,0,0,22,14,6,0,0,4,0,39,20,2
123,4,0,23,0,5.75,-1,-1,0,0,22,11,9,1,0,3,0,39,20,2
126,4,0,29,3,7.25,8,9.67,0,0,22,11,7,2,0,3,1,39,20,2
125,4,0,36,1,9,24,36,0,1,22,10,9,0,0,5,1,39,20,2
162,3.2,0,36,2,10.8,10,18,0,0,26,11,2,1,0,2,4,40,20,2
14,4,0,35,1,8.75,24,35,1,0,26,11,8,0,0,2,3,40,20,2
167,2,0,21,0,10.5,-1,-1,0,0,26,3,5,0,0,4,0,40,20,2
166,2,0,15,0,7.5,-1,-1,0,0,26,2,9,0,0,0,1,40,20,2
163,4,0,34,4,8.5,6,8.5,0,0,26,9,8,2,0,4,1,40,20,2
191,4,0,26,1,6.5,24,26,0,0,28,8,12,1,0,3,0,41,21,2
189,4,0,27,0,6.75,-1,-1,0,0,28,6,15,0,0,3,0,41,21,2
61,2,0,17,0,8.5,-1,-1,0,0,28,4,5,1,0,1,1,41,21,2
188,3,0,28,0,9.33,-1,-1,1,0,28,3,11,0,0,4,0,41,21,2
190,4,0,42,0,10.5,-1,-1,0,0,28,6,12,0,0,3,3,41,21,2
11,3,0,28,1,9.33,18,28,0,0,28,4,10,0,0,3,1,41,21,2
151,4,0,35,1,8.75,24,35,0,1,25,9,11,0,1,2,2,42,21,2
150,1,0,15,0,15,-1,-1,1,0,25,0,4,0,0,1,1,42,21,2
87,2,0,13,0,6.5,-1,-1,0,0,25,2,9,0,0,1,0,42,21,2
91,3,0,38,0,12.67,-1,-1,0,0,25,5,6,1,0,3,3,42,21,2
153,3.5,0,36,0,9.39,-1,-1,0,0,25,7,10,0,0,5,1,42,21,2
152,4,0,33,0,8.25,-1,-1,0,0,25,3,17,1,0,2,1,42,21,2
13,4,0,42,1,10.5,24,42,1,1,23,8,10,1,0,4,2,43,22,2
130,2,0,23,0,11.5,-1,-1,0,0,23,3,5,0,0,3,1,43,22,2
33,2,0,23,0,11.5,-1,-1,0,0,23,3,5,0,0,3,1,43,22,2
132,2,0,22,1,11,12,22,1,0,23,5,3,0,0,3,1,43,22,2
131,2,0,18,0,9,-1,-1,0,0,23,4,6,0,0,0,2,43,22,2
54,4,0,32,0,8,-1,-1,0,0,23,9,10,0,0,4,1,43,22,2
94,4,0,31,3,7.75,8,10.33,2,0,23,9,11,0,0,3,1,43,22,2
114,4,0,32,2,8,12,16,1,0,21,14,5,0,0,2,3,44,22,2
112,4,0,25,0,6.25,-1,-1,0,0,21,9,11,1,0,3,0,44,22,2
115,4,0,23,2,5.75,12,11.5,0,0,21,10,11,1,0,1,1,44,22,2
10,4,0,24,1,6,24,24,0,0,21,9,12,0,0,3,0,44,22,2
113,4,0,23,2,5.75,12,11.5,1,0,21,11,10,0,0,3,0,44,22,2
9,4,0,34,1,8.5,24,34,0,0,22,5,14,1,0,3,1,45,23,2
123,4,0,31,3,7.75,8,10.33,0,0,22,10,7,3,0,3,1,45,23,2
126,4,0,33,0,8.25,-1,-1,0,0,22,8,11,0,0,4,1,45,23,2
125,4,0,31,0,7.75,-1,-1,0,0,22,7,13,0,0,3,1,45,23,2
80,4,0,29,2,7.25,12,14.5,0,0,22,6,15,0,0,2,1,45,23,2
12,4,0,41,1,10.25,24,41,0,0,24,6,11,0,0,6,1,46,23,2
140,1,0,13,0,13,-1,-1,0,0,24,1,3,0,0,1,1,46,23,2
142,3.1,0,27,1,8.53,19,27,0,0,24,6,9,0,0,3,1,46,23,2
6,4,0,29,2,7.25,12,14.5,1,0,24,9,10,1,0,4,0,46,23,2
143,4,0,25,1,6.25,24,25,1,0,24,7,14,1,0,2,0,46,23,2
141,3,0,26,0,8.67,-1,-1,0,0,24,3,11,0,1,3,0,46,23,2
10,4,0,35,0,8.75,-1,-1,0,0,21,8,9,1,0,6,0,47,24,2
112,4,0,19,0,4.75,-1,-1,0,0,21,8,15,0,0,1,0,47,24,2
115,4,0,45,1,11.25,24,45,0,0,21,4,13,0,0,5,2,47,24,2
114,4,0,38,1,9.5,24,38,0,0,21,11,6,1,0,3,3,47,24,2
113,3,0,35,0,11.67,-1,-1,0,0,21,4,9,0,0,2,3,47,24,2
5,1,0,14,0,14,-1,-1,0,1,21,2,3,0,0,1,1,47,24,2
179,4,0,25,1,6.25,24,25,0,0,27,7,15,0,0,1,1,48,24,2
177,4,0,30,1,7.5,24,30,0,0,27,8,12,0,0,3,1,48,24,2
81,4,0,43,2,10.75,12,21.5,1,0,27,7,10,0,0,5,2,48,24,2
178,4,0,35,1,8.75,24,35,2,1,27,5,16,0,0,4,0,48,24,2
78,4,0,40,1,10,24,40,0,0,27,8,9,0,1,4,2,48,24,2
14,4,0,45,1,11.25,24,45,0,0,26,8,7,1,0,6,2,49,25,2
162,4,0,45,0,11.25,-1,-1,0,0,26,11,5,0,0,4,4,49,25,2
163,4,0,28,1,7,24,28,1,0,26,9,12,0,0,2,1,49,25,2
164,4,0,40,0,10,-1,-1,1,1,26,5,14,0,0,6,0,49,25,2
165,4,0,32,1,8,24,32,0,0,26,8,12,0,0,2,2,49,25,2
87,2,0,14,0,7,-1,-1,0,0,25,5,4,1,0,2,0,50,25,2
156,4,0,36,3,9,8,12,0,0,25,9,6,4,0,4,1,50,25,2
153,4,0,31,0,7.75,-1,-1,0,0,25,9,11,0,0,2,2,50,25,2
152,1.2,1,7,1,5.25,8,7,0,0,25,4,1,3,0,0,0,50,25,2
91,4,1,18,4,4.5,6,4.5,0,0,25,17,4,0,0,2,1,50,25,2
151,4,0,15,2,3.75,12,7.5,0,0,25,13,9,1,0,1,0,50,25,2
130,3,0,33,0,11,-1,-1,0,0,23,6,7,0,0,2,3,51,26,2
94,1,0,17,0,17,-1,-1,0,0,23,0,3,0,0,2,1,51,26,2
131,4,0,32,1,8,24,32,0,0,23,9,10,0,0,4,1,51,26,2
133,1,0,8,0,8,-1,-1,0,0,23,1,4,0,0,1,0,51,26,2
54,4,0,41,0,10.25,-1,-1,1,0,23,7,10,0,0,6,1,51,26,2
33,4,0,30,2,7.5,12,15,0,1,23,9,11,1,0,4,0,51,26,2
13,3,0,26,0,8.67,-1,-1,0,0,23,4,10,0,0,4,0,51,26,2
190,4,0,45,0,11.25,-1,-1,0,0,28,7,8,0,1,7,1,52,26,2
53,4,0,29,0,7.25,-1,-1,0,0,28,6,13,2,0,3,0,52,26,2
61,2,0,17,0,8.5,-1,-1,0,0,28,3,7,0,0,1,1,52,26,2
188,3,0,31,0,10.33,-1,-1,0,0,28,5,7,0,0,6,0,52,26,2
189,4,0,26,1,6.5,24,26,0,0,28,5,16,1,0,2,0,52,26,2
11,3,0,24,0,8,-1,-1,2,0,28,4,12,0,0,1,1,52,26,2
179,4,0,28,2,7,12,14,0,0,27,9,10,1,0,4,0,53,27,2
78,4,0,23,1,5.75,24,23,1,0,27,11,10,0,0,3,0,53,27,2
81,4,0,41,0,10.25,-1,-1,1,0,27,4,14,0,0,5,1,53,27,2
177,3,1,21,1,7,18,21,1,0,27,8,8,0,0,0,2,53,27,2
180,1,0,14,0,14,-1,-1,1,1,27,1,4,0,0,2,0,53,27,2
178,4,0,35,1,8.75,24,35,0,0,27,5,15,0,0,2,2,53,27,2
168,3,0,25,1,8.33,18,25,0,0,26,7,7,0,0,3,1,54,27,2
166,4,0,51,1,12.75,24,51,0,1,26,7,10,0,0,4,4,54,27,2
165,3,0,33,0,11,-1,-1,0,0,26,6,7,0,0,2,3,54,27,2
