id,b_id,batsman,bowler,method,fielder,o_id,inn_id,m_id,t_id,bat_team,bow_team,score,for,overs,ball_color
1,24,16,13,b,0,4,1,1,1,2,1,34,1,3.5,y
2,43,17,6,c,5,7,1,1,1,2,1,56,2,6.6,y
3,56,18,6,b,0,9,1,1,1,2,1,71,3,8.6,y
4,79,20,6,c,4,13,1,1,1,2,1,102,4,12.4,y
5,113,21,12,c,1,19,1,1,1,2,1,156,5,18.2,y
6,134,1,22,b,0,22,2,1,1,1,2,17,1,1.5,y
7,137,2,25,b,0,23,2,1,1,1,2,17,2,2.2,y
8,202,4,24,b,0,33,2,1,1,1,2,105,3,12.5,y
9,237,43,89,b,0,39,3,2,1,4,7,2,1,0.5,y
10,264,44,87,c,85,44,3,2,1,4,7,60,2,5.2,y
11,326,46,91,c,87,54,3,2,1,4,7,145,3,15.3,y
12,393,83,53,b,0,65,4,2,1,7,4,56,1,6.4,y
13,408,84,50,b,0,68,4,2,1,7,4,78,2,9.1,y
14,409,86,50,b,0,68,4,2,1,7,4,78,3,9.2,y
15,460,85,48,b,0,76,4,2,1,7,4,168,4,17.4,y
16,463,88,52,b,0,77,4,2,1,7,4,173,5,18.1,y
17,464,94,52,b,0,77,4,2,1,7,4,173,6,18.2,y
18,465,89,52,b,0,77,4,2,1,7,4,173,7,18.3,y
19,490,28,65,b,0,81,5,3,1,3,5,20,1,2.4,y
20,574,29,65,b,0,95,5,3,1,3,5,173,2,16.2,y
21,585,32,62,b,0,97,5,3,1,3,5,197,3,18.1,y
22,602,57,37,b,0,99,6,3,1,5,3,3,1,0.6,y
23,622,58,37,b,0,103,6,3,1,5,3,27,2,4.2,y
24,628,56,35,b,0,104,6,3,1,5,3,27,3,5.2,y
25,632,60,35,b,0,104,6,3,1,5,3,39,4,5.6,y
26,640,62,35,b,0,106,6,3,1,5,3,57,5,7.2,y
27,672,61,33,b,0,111,6,3,1,5,3,106,6,12.4,y
28,680,59,37,b,0,112,6,3,1,5,3,112,7,13.6,y
29,688,64,35,b,0,114,6,3,1,5,3,113,8,15.2,y
30,704,65,36,b,0,116,6,3,1,5,3,127,9,17.5,y
31,758,97,75,b,0,125,7,4,1,8,6,70,1,6.4,y
32,776,96,77,b,0,128,7,4,1,8,6,91,2,9.3,y
33,781,99,80,lbw,0,129,7,4,1,8,6,100,3,10.2,y
34,788,100,77,lbw,0,130,7,4,1,8,6,105,4,11.3,y
35,803,98,77,b,0,132,7,4,1,8,6,120,5,13.6,y
36,806,101,79,b,0,133,7,4,1,8,6,122,6,14.3,y
37,837,102,79,b,0,138,7,4,1,8,6,178,7,19.4,y
38,850,71,103,b,0,140,8,4,1,6,8,14,1,1.4,y
39,861,70,98,b,0,142,8,4,1,6,8,23,2,3.3,y
40,869,72,104,b,0,143,8,4,1,6,8,31,3,4.5,y
41,940,73,106,b,0,155,8,4,1,6,8,122,4,16.1,y
42,948,74,103,c,102,156,8,4,1,6,8,139,5,17.3,y
43,950,75,103,b,0,156,8,4,1,6,8,143,6,17.5,y
44,998,56,26,b,0,164,9,5,1,5,2,54,1,5.4,g
45,1038,57,22,b,0,171,9,5,1,5,2,90,2,12.2,y
46,1042,58,22,lbw,0,171,9,5,1,5,2,91,3,12.6,y
47,1068,60,26,b,0,176,9,5,1,5,2,138,4,17.2,g
48,1110,17,67,b,0,183,10,5,1,2,5,39,1,4.1,y
49,1122,18,67,b,0,185,10,5,1,2,5,53,2,6.1,y
50,1174,19,64,lbw,0,193,10,5,1,2,5,122,3,14.4,y
51,1188,20,63,c,37,195,10,5,1,2,5,132,4,16.6,y
52,1189,22,65,b,0,196,10,5,1,2,5,132,5,17.1,g
53,1195,16,67,b,0,197,10,5,1,2,5,140,6,18.1,y
54,1200,21,67,b,0,197,10,5,1,2,5,147,7,18.6,y
55,1223,96,52,b,0,201,11,6,1,8,4,20,1,2.5,y
56,1245,98,53,b,0,205,11,6,1,8,4,44,2,6.3,y
57,1280,97,48,b,0,211,11,6,1,8,4,86,3,12.1,y
58,1306,99,52,b,0,215,11,6,1,8,4,139,4,16.2,y
59,1319,102,52,lbw,0,217,11,6,1,8,4,149,5,18.3,y
60,1349,43,105,b,0,222,12,6,1,4,8,30,1,3.2,y
61,1376,45,98,b,0,226,12,6,1,4,8,63,2,7.4,y
62,1395,46,104,c,100,229,12,6,1,4,8,80,3,10.5,y
63,1404,44,104,b,0,231,12,6,1,4,8,100,4,12.2,y
64,1407,47,104,b,0,231,12,6,1,4,8,101,5,12.5,y
65,1417,48,103,c,97,233,12,6,1,4,8,112,6,14.3,y
66,1427,49,106,c,101,235,12,6,1,4,8,122,7,16.1,y
67,1518,1,32,b,0,249,13,7,1,1,3,88,1,10.6,y
68,1543,2,33,b,0,254,13,7,1,1,3,114,2,15.1,r
69,1552,4,36,b,0,255,13,7,1,1,3,129,3,16.4,y
70,1572,3,33,b,0,258,13,7,1,1,3,163,4,19.6,r
71,1584,28,12,lbw,0,260,14,7,1,3,1,11,1,1.5,r
72,1611,29,6,b,0,265,14,7,1,3,1,37,2,6.2,y
73,1613,31,6,b,0,265,14,7,1,3,1,37,3,6.4,y
74,1644,30,13,lbw,0,270,14,7,1,3,1,64,4,11.5,r
75,1654,32,6,b,0,272,14,7,1,3,1,78,5,13.3,r
76,1661,34,14,b,0,273,14,7,1,3,1,81,6,14.3,y
77,1663,35,14,b,0,273,14,7,1,3,1,81,7,14.5,y
78,1695,71,89,lbw,0,279,15,8,1,6,7,0,1,0.1,y
79,1718,73,91,b,0,282,15,8,1,6,7,27,2,3.6,y
80,1728,74,91,b,0,284,15,8,1,6,7,45,3,5.4,y
81,1785,72,93,b,0,293,15,8,1,6,7,128,4,14.4,y
82,1803,75,89,b,0,296,15,8,1,6,7,158,5,17.4,y
83,1811,77,90,b,0,297,15,8,1,6,7,171,6,18.6,y
84,1828,83,81,b,0,300,16,8,1,7,6,13,1,1.5,y
85,1872,85,80,b,0,308,16,8,1,7,6,77,2,9.1,y
86,1911,86,76,c,74,314,16,8,1,7,6,126,3,15.3,y
87,1912,88,76,b,0,314,16,8,1,7,6,126,4,15.4,y
88,1940,1,65,lbw,0,319,17,9,1,1,5,0,1,0.2,y
89,1953,2,65,b,0,321,17,9,1,1,5,11,2,2.3,y
90,1958,4,66,b,0,322,17,9,1,1,5,12,3,3.2,y
91,1967,3,65,lbw,0,323,17,9,1,1,5,20,4,4.5,y
92,1984,7,64,b,0,326,17,9,1,1,5,46,5,7.4,y
93,2020,8,67,b,0,332,17,9,1,1,5,97,6,13.3,y
94,2064,56,14,b,0,339,18,9,1,5,1,0,1,0.5,y
95,2077,58,14,b,0,341,18,9,1,5,1,20,2,2.6,y
96,2078,69,12,lbw,0,342,18,9,1,5,1,20,3,3.1,y
97,2092,60,6,b,0,344,18,9,1,5,1,28,4,5.3,y
98,2093,62,6,b,0,344,18,9,1,5,1,28,5,5.4,y
99,2100,63,9,b,0,345,18,9,1,5,1,31,6,6.5,y
100,2146,64,9,b,0,353,18,9,1,5,1,95,7,14.3,y
101,2165,66,13,b,0,356,18,9,1,5,1,115,8,17.3,y
102,2179,65,6,b,0,358,18,9,1,5,1,130,9,19.5,y
103,2257,43,80,c,73,371,19,10,1,4,6,118,1,12.3,y
104,2368,72,49,b,0,389,20,10,1,6,4,82,1,10.5,y
105,2370,73,48,b,0,390,20,10,1,6,4,83,2,11.1,g
106,2379,74,50,b,0,391,20,10,1,6,4,96,3,12.4,y
107,2380,82,50,b,0,391,20,10,1,6,4,96,4,12.5,y
108,2400,71,54,b,0,394,20,10,1,6,4,138,5,15.6,g
109,2414,76,50,c,47,397,20,10,1,6,4,174,6,18.2,y
110,2421,75,52,b,0,398,20,10,1,6,4,180,7,19.3,g
111,2437,16,35,b,0,401,21,11,1,2,3,11,1,2.1,y
112,2476,17,32,b,0,407,21,11,1,2,3,59,2,8.3,y
113,2525,19,36,c,32,415,21,11,1,2,3,127,3,16.4,y
114,2533,18,41,b,0,416,21,11,1,2,3,132,4,17.6,y
115,2534,20,36,c,29,417,21,11,1,2,3,132,5,18.1,y
116,2590,29,23,c,20,426,22,11,1,3,2,49,1,7.3,y
117,2615,28,22,c,19,430,22,11,1,3,2,84,2,11.4,y
118,2619,31,26,c,18,431,22,11,1,3,2,85,3,12.2,y
119,2647,40,25,b,0,435,22,11,1,3,2,113,4,16.6,y
120,2653,32,24,b,0,436,22,11,1,3,2,124,5,17.6,y
121,2660,30,24,b,0,438,22,11,1,3,2,137,6,19.1,y
122,2669,96,89,b,0,439,23,12,1,8,7,0,1,0.4,r
123,2681,97,89,b,0,441,23,12,1,8,7,11,2,2.4,r
124,2688,98,91,b,0,442,23,12,1,8,7,23,3,3.5,y
125,2694,99,89,b,0,443,23,12,1,8,7,25,4,4.5,r
126,2716,107,90,b,0,447,23,12,1,8,7,61,5,8.3,r
127,2726,100,87,lbw,0,448,23,12,1,8,7,72,6,9.6,y
128,2759,103,93,c,85,454,23,12,1,8,7,110,7,15.3,y
129,2763,105,89,b,0,455,23,12,1,8,7,110,8,16.1,r
130,2782,108,93,b,0,458,23,12,1,8,7,129,9,19.2,y
131,2822,95,103,lbw,0,464,24,12,1,7,8,51,1,5.6,r
132,2831,85,103,c,97,466,24,12,1,7,8,59,2,7.3,r
133,2849,84,105,b,0,469,24,12,1,7,8,76,3,10.2,y
134,2883,87,104,b,0,474,24,12,1,7,8,130,4,15.6,r
135,2890,84,10,b,0,476,25,13,1,7,1,5,1,0.5,y
136,2937,85,9,b,0,484,25,13,1,7,1,77,2,8.2,y
137,2969,83,12,lbw,0,489,25,13,1,7,1,126,3,13.3,r
138,2977,86,9,b,0,490,25,13,1,7,1,136,4,14.5,y
139,2991,88,10,c,1,493,25,13,1,7,1,155,5,17.1,r
140,3030,1,91,lbw,0,499,26,13,1,1,7,25,1,3.4,y
141,3076,2,87,b,0,507,26,13,1,1,7,70,2,11.2,y
142,3101,3,87,c,86,511,26,13,1,1,7,115,3,15.3,y
143,3102,6,87,b,0,511,26,13,1,1,7,115,4,15.4,y
144,3115,8,89,c,85,513,26,13,1,1,7,130,5,17.5,y
145,3140,44,36,lbw,0,517,27,14,1,4,3,18,1,1.6,g
146,3150,45,36,lbw,0,519,27,14,1,4,3,26,2,3.4,g
147,3195,46,32,b,0,526,27,14,1,4,3,82,3,10.4,y
148,3246,47,36,b,0,534,27,14,1,4,3,160,4,18.6,y
149,3315,28,48,c,46,545,28,14,1,3,4,93,1,9.5,g
150,3370,2,37,lbw,0,554,29,15,1,1,3,1,1,0.4,y
151,3412,3,35,c,31,561,29,15,1,1,3,68,2,7.4,y
152,3421,4,35,c,33,563,29,15,1,1,3,82,3,9.1,y
153,3426,7,35,b,0,563,29,15,1,1,3,87,4,9.6,y
154,3427,1,33,lbw,0,564,29,15,1,1,3,87,5,10.1,y
155,3454,8,37,c,30,568,29,15,1,1,3,109,6,14.4,y
156,3463,6,36,b,0,570,29,15,1,1,3,114,7,16.1,y
157,3475,10,36,b,0,572,29,15,1,1,3,128,8,18.1,y
158,3484,13,33,b,0,573,29,15,1,1,3,129,9,19.4,y
159,3544,29,9,b,0,583,30,15,1,3,1,74,1,9.2,y
160,3545,31,9,b,0,583,30,15,1,3,1,74,2,9.3,y
161,3554,28,13,st,4,584,30,15,1,3,1,92,3,10.6,y
162,3563,32,6,b,0,586,30,15,1,3,1,98,4,12.3,y
163,3602,120,114,c,109,592,31,16,2,22,21,14,1,1.5,y
164,3615,121,114,lbw,0,594,31,16,2,22,21,38,2,3.6,y
165,3652,122,113,lbw,0,601,31,16,2,22,21,95,3,10.1,z
166,3659,15,112,c,111,602,31,16,2,22,21,98,4,11.2,y
167,3692,73,113,b,0,607,31,16,2,22,21,176,5,16.5,z
168,3700,9,115,b,0,609,31,16,2,22,21,191,6,18.1,z
169,3809,84,80,b,0,627,32,16,2,21,22,146,1,16.1,y
170,3810,5,80,b,0,627,32,16,2,21,22,146,2,16.2,y
171,3812,29,80,b,0,627,32,16,2,21,22,147,3,16.4,y
172,3844,2,151,lbw,0,632,33,17,2,24,25,20,1,1.6,y
173,3855,71,151,b,0,634,33,17,2,24,25,35,2,3.5,y
174,3865,138,151,b,0,636,33,17,2,24,25,51,3,5.3,y
175,3878,6,151,st,148,638,33,17,2,24,25,63,4,7.4,y
176,3938,137,153,b,0,648,33,17,2,24,25,156,5,17.2,y
177,3965,147,143,lbw,0,652,34,17,2,25,24,13,1,1.4,y
178,3973,88,12,b,0,653,34,17,2,25,24,21,2,2.6,y
179,3988,31,143,c,2,656,34,17,2,25,24,40,3,5.3,y
180,3992,148,143,c,139,656,34,17,2,25,24,42,4,5.6,y
181,4005,87,143,b,0,658,34,17,2,25,24,60,5,7.6,y
182,4023,149,6,b,0,661,34,17,2,25,24,84,6,10.6,y
183,4026,151,140,c,125,662,34,17,2,25,24,85,7,11.3,y
184,4048,91,12,b,0,665,34,17,2,25,24,107,8,14.6,y
185,4075,154,140,b,0,670,34,17,2,25,24,136,9,19.3,y
186,4076,153,140,b,0,670,34,17,2,25,24,136,10,19.4,y
187,4087,184,78,b,0,672,35,18,2,28,27,9,1,1.5,y
188,4088,186,78,b,0,672,35,18,2,28,27,9,2,1.6,y
189,4092,185,179,c,176,673,35,18,2,28,27,13,3,2.4,g
190,4098,7,78,b,0,674,35,18,2,28,27,14,4,3.4,y
191,4126,61,176,b,0,679,35,18,2,28,27,44,5,8.1,g
192,4140,187,176,c,177,681,35,18,2,28,27,67,6,10.3,g
193,4148,188,177,b,0,682,35,18,2,28,27,80,7,11.5,y
194,4164,189,178,lbw,0,685,35,18,2,28,27,93,8,14.2,g
195,4259,172,61,b,0,701,36,18,2,27,28,85,1,10.1,g
196,4260,173,61,b,0,701,36,18,2,27,28,85,2,10.2,g
197,4267,171,53,b,0,702,36,18,2,27,28,93,3,11.3,y
198,4289,2,130,b,0,706,37,19,2,24,23,8,1,1.2,r
199,4313,137,131,b,0,710,37,19,2,24,23,42,2,5.2,r
200,4314,138,131,b,0,710,37,19,2,24,23,42,3,5.3,r
201,4387,139,131,b,0,722,37,19,2,24,23,168,4,17.4,r
202,4388,6,131,b,0,722,37,19,2,24,23,168,5,17.5,r
203,4420,127,142,b,0,728,38,19,2,23,24,37,1,3.1,r
204,4437,128,142,b,0,730,38,19,2,23,24,57,2,5.6,r
205,4483,3,143,c,6,738,38,19,2,23,24,145,3,13.3,r
206,4515,33,12,b,0,743,38,19,2,23,24,195,4,18.4,y
207,4519,60,142,b,0,744,38,19,2,23,24,202,5,19.2,r
208,4535,56,124,b,0,746,39,20,2,26,22,18,1,1.6,y
209,4543,1,126,b,0,748,39,20,2,26,22,30,2,3.1,y
210,4544,160,126,b,0,748,39,20,2,26,22,30,3,3.2,y
211,4556,159,126,b,0,750,39,20,2,26,22,43,4,5.2,y
212,4567,161,124,b,0,752,39,20,2,26,22,62,5,7.1,y
213,4571,162,124,b,0,752,39,20,2,26,22,62,6,7.5,y
214,4579,59,124,b,0,754,39,20,2,26,22,71,7,9.1,y
215,4623,163,125,b,0,761,39,20,2,26,22,119,8,16.3,y
216,4645,120,162,b,0,765,40,20,2,22,26,0,1,0.1,y
217,4655,121,14,b,0,766,40,20,2,22,26,11,2,1.5,y
218,4661,15,162,b,0,767,40,20,2,22,26,18,3,2.5,y
219,4677,122,163,b,0,770,40,20,2,22,26,50,4,5.3,y
220,4678,8,163,b,0,770,40,20,2,22,26,50,5,5.4,y
221,4733,9,163,b,0,779,40,20,2,22,26,139,6,14.4,y
222,4735,124,163,b,0,779,40,20,2,22,26,139,7,14.6,y
223,4745,88,191,lbw,0,782,41,21,2,25,28,5,1,1.2,z
224,4807,148,11,c,185,792,41,21,2,25,28,74,2,11.3,z
225,4869,188,151,c,150,802,42,21,2,28,25,15,1,1.5,y
226,5016,84,94,b,0,826,43,22,2,21,23,74,1,7.6,z
227,5041,109,94,c,3,830,43,22,2,21,23,110,2,11.5,z
228,5042,5,94,b,0,830,43,22,2,21,23,110,3,11.6,z
229,5068,29,132,b,0,835,43,22,2,21,23,154,4,16.1,r
230,5087,110,13,b,0,838,43,22,2,21,23,179,5,19.1,z
231,5116,127,114,b,0,842,44,22,2,23,21,22,1,3.5,r
232,5140,3,115,c,109,846,44,22,2,23,21,47,2,7.5,r
233,5141,94,115,b,0,846,44,22,2,23,21,47,3,7.6,r
234,5157,129,113,st,84,849,44,22,2,23,21,60,4,10.4,z
235,5160,33,114,b,0,850,44,22,2,23,21,61,5,11.1,r
236,5172,128,113,st,84,851,44,22,2,23,21,86,6,12.6,z
237,5206,54,10,lbw,0,857,44,22,2,23,21,120,7,18.4,z
238,5250,71,123,b,0,864,45,23,2,24,22,39,1,5.6,y
239,5259,2,123,b,0,866,45,23,2,24,22,54,2,7.3,y
240,5293,137,9,b,0,872,45,23,2,24,22,93,3,13.1,y
241,5312,6,80,b,0,875,45,23,2,24,22,123,4,16.2,y
242,5316,144,80,b,0,875,45,23,2,24,22,128,5,16.6,y
243,5317,139,123,b,0,876,45,23,2,24,22,128,6,17.1,y
244,5339,73,142,b,0,879,46,23,2,22,24,7,1,0.5,y
245,5403,120,143,b,0,890,46,23,2,22,24,97,2,11.1,y
246,5431,121,12,c,139,894,46,23,2,22,24,132,3,15.5,y
247,5436,15,6,b,0,895,46,23,2,22,24,133,4,16.4,y
248,5438,8,6,c,139,895,46,23,2,22,24,133,5,16.6,y
249,5546,172,114,b,0,914,47,24,2,27,21,139,1,15.4,g
250,5570,4,115,b,0,918,47,24,2,27,21,179,2,19.4,g
251,5589,84,179,lbw,0,921,48,24,2,21,27,18,1,2.5,g
252,5596,29,81,c,175,922,48,24,2,21,27,30,2,3.6,y
253,5612,5,81,b,0,925,48,24,2,21,27,51,3,6.4,g
254,5634,110,177,b,0,928,48,24,2,21,27,82,4,9.4,y
255,5642,113,178,c,177,929,48,24,2,21,27,87,5,10.6,g
256,5681,109,78,b,0,936,48,24,2,21,27,138,6,17.3,y
257,5697,88,14,b,0,939,49,25,2,25,26,0,1,0.1,y
258,5782,147,163,c,162,952,49,25,2,25,26,109,2,13.5,y
259,5787,87,165,b,0,953,49,25,2,25,26,111,3,14.4,y
260,5824,56,156,b,0,959,50,25,2,26,25,11,1,0.5,y
261,5826,159,91,b,0,960,50,25,2,26,25,12,2,1.1,y
262,5831,160,91,b,0,960,50,25,2,26,25,16,3,1.6,y
263,5835,1,156,b,0,961,50,25,2,26,25,22,4,2.4,y
264,5839,59,91,b,0,962,50,25,2,26,25,26,5,3.2,y
265,5843,162,91,b,0,962,50,25,2,26,25,26,6,3.6,y
266,5847,163,156,b,0,963,50,25,2,26,25,33,7,4.4,y
267,5873,14,151,c,87,967,50,25,2,26,25,55,8,8.6,y
268,5905,164,151,b,0,973,50,25,2,26,25,88,9,14.2,y
269,5935,165,152,c,31,978,50,25,2,26,25,121,10,19.2,y
270,6009,188,33,b,0,990,51,26,2,28,23,99,1,11.6,z
271,6032,184,33,c,94,994,51,26,2,28,23,142,2,15.5,z
272,6056,61,131,c,3,998,51,26,2,28,23,181,3,19.5,z
273,6079,3,189,c,187,1002,52,26,2,23,28,34,1,3.4,z
274,6197,56,179,b,0,1021,53,27,2,26,27,20,1,2.5,r
275,6203,159,78,b,0,1022,53,27,2,26,27,21,2,3.5,y
276,6244,59,178,b,0,1029,53,27,2,26,27,81,3,10.3,r
277,6277,1,177,b,0,1034,53,27,2,26,27,131,4,15.3,y
278,6298,82,179,c,175,1037,53,27,2,26,27,151,5,18.6,r
279,6315,172,14,b,0,1040,54,27,2,27,26,18,1,1.5,y
280,6338,171,163,b,0,1044,54,27,2,27,26,55,2,5.4,y
281,6355,173,168,b,0,1047,54,27,2,27,26,79,3,8.2,r
282,6362,174,163,b,0,1048,54,27,2,27,26,84,4,9.3,y
283,6383,180,166,b,0,1051,54,27,2,27,26,116,5,12.6,r
284,6417,127,125,b,0,1057,55,28,2,23,22,2,1,0.5,y
285,6446,3,9,b,0,1062,55,28,2,23,22,44,2,5.4,y
286,6509,128,125,b,0,1072,55,28,2,23,22,141,3,15.6,y
287,6514,94,80,c,123,1073,55,28,2,23,22,144,4,16.5,y
288,6526,33,126,b,0,1075,55,28,2,23,22,163,5,18.5,y
289,6579,73,131,c,128,1084,56,28,2,22,23,60,1,7.4,y
290,6596,121,131,b,0,1086,56,28,2,22,23,88,2,9.6,y
291,6645,1,6,b,0,1095,57,29,2,26,24,6,1,0.2,y
292,6707,159,140,b,0,1105,57,29,2,26,24,87,2,10.1,y
293,6744,56,12,b,0,1111,57,29,2,26,24,141,3,16.2,y
294,6756,82,12,b,0,1113,57,29,2,26,24,164,4,18.2,y
295,6777,71,14,b,0,1116,58,29,2,24,26,15,1,1.5,y
296,6792,57,14,b,0,1119,58,29,2,24,26,28,2,4.2,g
297,6796,137,14,c,161,1119,58,29,2,24,26,28,3,4.6,g
298,6800,144,162,b,0,1120,58,29,2,24,26,29,4,5.4,y
299,6822,140,163,b,0,1124,58,29,2,24,26,47,5,9.2,y
300,6823,6,163,c,159,1124,58,29,2,24,26,47,6,9.3,y
301,6857,2,163,b,0,1130,58,29,2,24,26,101,7,15.1,y
302,6876,145,167,b,0,1133,58,29,2,24,26,127,8,18.2,g
303,6889,184,179,b,0,1135,59,30,2,28,27,0,1,0.3,y
304,6898,186,181,st,4,1136,59,30,2,28,27,8,2,1.5,y
305,6946,185,177,b,0,1144,59,30,2,28,27,67,3,9.5,y
306,7005,187,78,c,172,1154,59,30,2,28,27,170,4,19.3,y
307,7093,171,188,b,0,1168,60,30,2,27,28,128,1,13.4,y
308,7095,172,188,b,0,1168,60,30,2,27,28,129,2,13.6,y
309,7098,180,189,c,186,1169,60,30,2,27,28,130,3,14.3,y
310,7106,4,188,b,0,1170,60,30,2,27,28,137,4,15.4,y
311,7149,29,151,b,0,1177,61,31,2,21,25,34,1,3.5,y
312,7163,45,67,b,0,1180,61,31,2,21,25,51,2,6.1,r
313,7249,149,10,b,0,1194,62,31,2,25,21,1,1,0.2,r
314,7250,148,10,b,0,1194,62,31,2,25,21,1,2,0.3,r
315,7259,31,117,b,0,1195,62,31,2,25,21,12,3,1.6,y
316,7270,147,117,b,0,1197,62,31,2,25,21,19,4,3.5,y
317,7281,150,117,b,0,1199,62,31,2,25,21,37,5,5.4,y
318,7286,87,114,b,0,1200,62,31,2,25,21,43,6,6.3,r
319,7372,171,37,b,0,1214,63,32,2,27,24,2,1,0.5,y
320,7379,173,141,c,138,1215,63,32,2,27,24,11,2,1.6,z
321,7400,172,142,c,140,1219,63,32,2,27,24,40,3,5.1,z
322,7417,174,6,b,0,1221,63,32,2,27,24,66,4,7.5,z
323,7443,177,142,b,0,1226,63,32,2,27,24,97,5,12.1,y
324,7476,81,37,b,0,1231,63,32,2,27,24,133,6,17.4,z
325,7499,2,181,c,174,1235,64,32,2,24,27,10,1,1.3,z
326,7531,137,78,b,0,1240,64,32,2,24,27,48,2,6.4,y
327,7541,71,81,b,0,1242,64,32,2,24,27,59,3,8.2,y
328,7557,139,81,b,0,1244,64,32,2,24,27,79,4,10.6,y
329,7598,138,81,b,0,1251,64,32,2,24,27,155,5,17.4,z
330,7609,147,50,b,0,1253,65,33,2,25,22,1,1,0.4,y
331,7647,157,124,c,122,1259,65,33,2,25,22,53,2,6.5,y
