id,b_id,batsman,bowler,method,fielder,o_id,inn_id,m_id,t_id,bat_team,bow_team,score,for,overs,ball_color
1245,28657,256,228,lbw,0,4743,245,123,5,8,10,99,4,12.1,y
1246,28659,274,228,c,268,4743,245,123,5,8,10,103,5,12.3,y
1247,28678,105,271,c,269,4746,245,123,5,8,10,128,6,15.4,r
1248,28680,102,271,b,0,4746,245,123,5,8,10,128,7,15.6,r
1249,28682,100,270,b,0,4747,245,123,5,8,10,128,8,16.2,y
1250,28684,258,270,c,270,4747,245,123,5,8,10,128,9,16.4,y
1251,28691,106,271,b,0,4748,245,123,5,8,10,135,10,17.5,r
1252,28724,262,106,lbw,0,4754,246,123,5,10,8,53,1,5.3,y
1253,28730,228,258,b,0,4755,246,123,5,10,8,54,2,6.3,r
1254,28744,263,258,b,0,4757,246,123,5,10,8,81,3,8.5,r
1255,28778,88,295,b,0,4763,247,124,5,7,9,6,1,0.6,y
1256,28795,222,164,lbw,0,4766,247,124,5,7,9,23,2,3.5,y
1257,28803,87,164,b,0,4768,247,124,5,7,9,25,3,5.1,y
1258,28805,287,164,b,0,4768,247,124,5,7,9,25,4,5.3,y
1259,28863,194,112,c,290,4777,247,124,5,7,9,125,5,14.5,y
1260,28883,157,295,lbw,0,4781,247,124,5,7,9,161,6,18.1,y
1261,28942,288,93,lbw,0,4790,248,124,5,9,7,73,1,7.6,y
1262,28965,290,93,b,0,4794,248,124,5,9,7,107,2,11.5,y
1263,28991,291,93,lbw,0,4799,248,124,5,9,7,150,3,16.1,y
1264,28996,289,93,lbw,0,4799,248,124,5,9,7,155,4,16.6,y
1265,29004,293,87,b,0,4801,248,124,5,9,7,166,5,18.1,y
1266,29007,292,87,b,0,4801,248,124,5,9,7,167,6,18.4,y
1267,29011,112,162,b,0,4802,248,124,5,9,7,169,7,19.2,y
1268,29031,71,269,c,268,4805,249,125,5,6,10,22,1,2.3,y
1269,29054,197,267,b,0,4809,249,125,5,6,10,64,2,6.2,y
1270,29057,72,267,lbw,0,4809,249,125,5,6,10,64,3,6.5,y
1271,29097,82,268,c,267,4816,249,125,5,6,10,120,4,13.2,g
1272,29103,272,269,st,263,4817,249,125,5,6,10,124,5,14.1,y
1273,29107,282,269,b,0,4817,249,125,5,6,10,126,6,14.5,y
1274,29126,78,271,c,270,4820,249,125,5,6,10,149,7,17.6,g
1275,29128,237,270,lbw,0,4821,249,125,5,6,10,149,8,18.2,y
1276,29136,79,271,c,271,4822,249,125,5,6,10,158,9,19.4,g
1277,29210,262,79,b,0,4834,250,125,5,10,6,108,1,11.5,g
1278,29233,263,78,b,0,4838,250,125,5,10,6,135,2,15.4,g
1279,29247,1,257,c,274,4841,251,126,5,1,8,4,1,0.4,r
1280,29270,3,258,lbw,0,4845,251,126,5,1,8,20,2,4.3,r
1281,29283,137,258,c,274,4847,251,126,5,1,8,34,3,6.4,r
1282,29324,6,98,b,0,4854,251,126,5,1,8,91,4,13.3,y
1283,29380,100,10,lbw,0,4863,252,126,5,8,1,15,1,2.4,y
1284,29419,273,6,lbw,0,4870,252,126,5,8,1,73,2,9.1,r
1285,29423,256,6,c,137,4870,252,126,5,8,1,73,3,9.5,r
1286,29437,105,163,lbw,0,4873,252,126,5,8,1,84,4,12.1,y
1287,29454,274,163,c,7,4875,252,126,5,8,1,108,5,14.6,y
1288,29474,102,10,b,0,4879,252,126,5,8,1,134,6,18.2,y
1289,29482,257,14,b,0,4880,252,126,5,8,1,144,7,19.3,r
1290,29508,18,234,lbw,0,4884,253,127,5,2,5,32,1,3.5,y
1291,29531,317,234,b,0,4888,253,127,5,2,5,64,2,7.4,y
1292,29542,277,234,b,0,4890,253,127,5,2,5,78,3,9.3,y
1293,29544,278,234,b,0,4890,253,127,5,2,5,78,4,9.5,y
1294,29586,23,249,c,62,4897,253,127,5,2,5,151,5,16.5,y
1295,29594,216,249,b,0,4899,253,127,5,2,5,162,6,18.1,y
1296,29600,243,62,b,0,4900,253,127,5,2,5,173,7,19.1,y
1297,29616,204,281,c,216,4902,254,127,5,5,2,16,1,1.5,y
1298,29652,284,230,c,279,4908,254,127,5,5,2,75,2,7.5,y
1299,29686,57,281,b,0,4914,254,127,5,5,2,120,3,13.3,y
1300,29691,60,26,c,216,4915,254,127,5,5,2,121,4,14.2,y
1301,29711,59,281,b,0,4918,254,127,5,5,2,169,5,17.4,y
1302,29723,28,229,b,0,4921,255,128,5,3,6,7,1,1.1,y
1303,29737,29,229,lbw,0,4923,255,128,5,3,6,24,2,3.3,y
1304,29782,261,79,b,0,4930,255,128,5,3,6,78,3,10.6,r
1305,29828,31,304,c,72,4938,255,128,5,3,6,149,4,18.4,r
1306,29844,71,198,b,0,4941,256,128,5,6,3,3,1,1.2,r
1307,29849,237,36,b,0,4942,256,128,5,6,3,11,2,2.1,y
1308,29860,197,35,c,33,4943,256,128,5,6,3,19,3,3.6,r
1309,29876,252,33,lbw,0,4946,256,128,5,6,3,32,4,6.4,y
1310,29909,72,39,b,0,4951,256,128,5,6,3,75,5,11.6,r
1311,29934,296,36,lbw,0,4956,256,128,5,6,3,118,6,16.1,y
1312,29951,304,33,b,0,4958,256,128,5,6,3,134,7,18.6,y
1313,29981,262,6,lbw,0,4963,257,129,5,10,1,27,1,3.6,y
1314,29992,263,169,b,0,4965,257,129,5,10,1,38,2,5.5,y
1315,30003,239,6,b,0,4967,257,129,5,10,1,44,3,7.4,y
1316,30016,264,14,lbw,0,4969,257,129,5,10,1,60,4,9.5,y
1317,30047,228,163,b,0,4974,257,129,5,10,1,110,5,14.6,y
1318,30054,265,10,lbw,0,4976,257,129,5,10,1,120,6,16.1,y
1319,30068,268,10,b,0,4978,257,129,5,10,1,149,7,18.3,y
1320,30086,1,269,b,0,4981,258,129,5,1,10,7,1,1.3,y
1321,30093,3,271,lbw,0,4982,258,129,5,1,10,14,2,2.4,y
1322,30108,2,270,lbw,0,4985,258,129,5,1,10,28,3,5.1,y
1323,30125,177,268,c,228,4987,258,129,5,1,10,45,4,7.5,y
1324,30127,137,267,lbw,0,4988,258,129,5,1,10,49,5,8.1,y
1325,30172,7,269,lbw,0,4995,258,129,5,1,10,110,6,15.2,y
1326,30196,6,270,b,0,4999,258,129,5,1,10,145,7,19.2,y
1327,30233,289,53,b,0,5005,259,130,5,9,4,34,1,5.3,g
1328,30240,288,50,lbw,0,5006,259,130,5,9,4,36,2,6.4,y
1329,30262,290,52,lbw,0,5010,259,130,5,9,4,65,3,10.2,y
1330,30269,292,55,c,52,5011,259,130,5,9,4,68,4,11.3,g
1331,30283,293,55,c,52,5013,259,130,5,9,4,86,5,13.5,g
1332,30303,113,52,lbw,0,5016,259,130,5,9,4,120,6,16.6,y
1333,30435,18,93,lbw,0,5038,261,131,5,2,7,46,1,3.6,y
1334,30437,216,89,lbw,0,5039,261,131,5,2,7,46,2,4.2,r
1335,30505,317,162,b,0,5050,261,131,5,2,7,153,3,15.3,y
1336,30527,278,89,b,0,5053,261,131,5,2,7,201,4,18.6,r
1337,30555,194,26,b,0,5058,262,131,5,7,2,44,1,3.4,y
1338,30580,222,243,lbw,0,5062,262,131,5,7,2,72,2,7.5,y
1339,30596,87,230,c,277,5065,262,131,5,7,2,94,3,10.2,r
1340,30603,287,280,c,230,5066,262,131,5,7,2,97,4,11.3,y
1341,30641,94,26,lbw,0,5072,262,131,5,7,2,162,5,17.4,y
1342,30654,88,230,lbw,0,5074,262,131,5,7,2,195,6,19.5,y
1343,30743,29,113,b,0,5089,263,132,5,3,9,117,1,14.4,y
1344,30750,32,112,c,293,5090,263,132,5,3,9,124,2,15.5,g
1345,30755,28,164,b,0,5091,263,132,5,3,9,132,3,16.4,y
1346,30768,31,294,b,0,5093,263,132,5,3,9,159,4,18.5,y
1347,30774,195,295,b,0,5094,263,132,5,3,9,170,5,19.5,g
1348,30810,289,35,b,0,5100,264,132,5,9,3,38,1,5.5,g
1349,30816,290,33,b,0,5101,264,132,5,9,3,43,2,6.5,y
1350,30839,291,36,c,32,5105,264,132,5,9,3,72,3,10.3,y
1351,30860,292,39,c,29,5108,264,132,5,9,3,95,4,13.6,g
1352,30882,293,198,c,195,5112,264,132,5,9,3,125,5,17.2,g
1353,30897,113,35,lbw,0,5114,264,132,5,9,3,163,6,19.5,g
1354,30909,88,269,lbw,0,5116,265,133,5,7,10,7,1,1.5,y
1355,30922,194,269,lbw,0,5118,265,133,5,7,10,14,2,3.6,y
1356,30955,87,268,lbw,0,5124,265,133,5,7,10,49,3,9.2,y
1357,30967,222,268,b,0,5126,265,133,5,7,10,68,4,11.2,y
1358,30985,94,271,b,0,5129,265,133,5,7,10,79,5,14.2,y
1359,30999,287,270,b,0,5131,265,133,5,7,10,95,6,16.3,y
1360,31016,162,271,b,0,5134,265,133,5,7,10,122,7,19.2,y
1361,31053,262,89,b,0,5140,266,133,5,10,7,33,1,5.3,y
1362,31069,228,92,b,0,5143,266,133,5,10,7,52,2,8.1,y
1363,31091,239,87,b,0,5146,266,133,5,10,7,77,3,11.5,y
1364,31104,264,87,b,0,5148,266,133,5,10,7,89,4,13.6,y
1365,31105,263,92,c,222,5149,266,133,5,10,7,89,5,14.1,y
1366,31133,262,198,lbw,0,5154,267,134,5,10,3,5,1,1.1,r
1367,31154,228,36,c,33,5157,267,134,5,10,3,26,2,4.4,y
1368,31207,263,39,b,0,5166,267,134,5,10,3,91,3,13.2,r
1369,31214,266,32,c,195,5167,267,134,5,10,3,93,4,14.3,y
1370,31242,264,35,b,0,5172,267,134,5,10,3,131,5,19.1,r
1371,31245,265,35,b,0,5172,267,134,5,10,3,132,6,19.4,r
1372,31269,28,271,b,0,5176,268,134,5,3,10,22,1,3.3,r
1373,31277,29,269,b,0,5177,268,134,5,3,10,30,2,4.5,y
1374,31304,261,270,b,0,5181,268,134,5,3,10,77,3,8.6,y
1375,31322,32,270,c,266,5184,268,134,5,3,10,102,4,11.6,r
1376,31328,31,269,b,0,5185,268,134,5,3,10,106,5,12.6,y
1377,31355,71,52,b,0,5190,269,135,6,42,37,15,1,2.3,y
1378,31398,173,315,b,0,5197,269,135,6,42,37,73,2,9.3,g
1379,31413,276,13,b,0,5199,269,135,6,42,37,89,3,11.5,g
1380,31443,231,52,b,0,5204,269,135,6,42,37,132,4,16.5,y
1381,31492,138,54,b,0,5212,270,135,6,37,42,62,1,4.6,g
1382,31496,73,271,lbw,0,5213,270,135,6,37,42,63,2,5.4,y
1383,31552,278,12,lbw,0,5222,270,135,6,37,42,145,3,14.5,g
1384,31559,245,271,lbw,0,5223,270,135,6,37,42,153,4,15.6,y
1385,31560,8,54,b,0,5224,270,135,6,37,42,153,5,16.1,g
1386,31585,100,78,b,0,5228,271,136,6,32,35,17,1,2.4,y
1387,31604,261,304,c,172,5231,271,136,6,32,35,34,2,5.5,r
1388,31615,159,304,b,0,5233,271,136,6,32,35,47,3,7.4,r
1389,31650,208,267,b,0,5239,271,136,6,32,35,83,4,13.3,r
1390,31656,318,188,lbw,0,5240,271,136,6,32,35,92,5,14.3,y
1391,31723,172,281,lbw,0,5251,272,136,6,35,32,41,1,5.4,r
1392,31743,262,50,lbw,0,5254,272,136,6,35,32,61,2,8.6,y
1393,31761,237,281,c,100,5257,272,136,6,35,32,91,3,11.6,r
1394,31905,301,295,b,0,5280,273,137,6,36,39,156,1,15.6,y
1395,31911,87,203,b,0,5281,273,137,6,36,39,161,2,16.6,y
1396,31916,216,295,b,0,5282,273,137,6,36,39,175,3,17.5,y
1397,31928,31,14,b,0,5284,273,137,6,36,39,194,4,19.5,y
1398,31968,88,316,b,0,5291,274,137,6,39,36,62,1,6.3,y
1399,31985,84,316,lbw,0,5294,274,137,6,39,36,91,2,9.2,y
1400,31987,137,316,lbw,0,5294,274,137,6,39,36,91,3,9.4,y
1401,32011,287,53,lbw,0,5298,274,137,6,39,36,121,4,13.4,y
1402,32035,265,87,lbw,0,5302,274,137,6,39,36,153,5,17.2,y
1403,32038,185,87,c,82,5302,274,137,6,39,36,154,6,17.5,y
1404,32044,112,162,b,0,5303,274,137,6,39,36,160,7,18.5,y
1405,32045,14,162,c,162,5303,274,137,6,39,36,160,8,18.6,y
1406,32059,1,270,c,225,5306,275,138,6,34,40,4,1,1.2,y
1407,32138,305,23,c,6,5319,275,138,6,34,40,123,2,14.3,g
1408,32165,61,306,c,29,5323,275,138,6,34,40,169,3,18.6,g
1409,32179,18,257,c,235,5326,276,138,6,40,34,14,1,1.2,g
1410,32214,72,234,c,1,5331,276,138,6,40,34,66,2,6.6,y
1411,32240,32,235,c,1,5335,276,138,6,40,34,104,3,10.6,y
1412,32282,4,257,c,110,5342,276,138,6,40,34,173,4,17.6,g
1413,32284,6,234,b,0,5343,276,138,6,40,34,174,5,18.2,y
1414,32312,216,229,lbw,0,5347,277,139,6,36,41,37,1,3.6,y
1415,32353,31,230,b,0,5354,277,139,6,36,41,85,2,10.4,g
1416,32355,87,230,c,171,5354,277,139,6,36,41,85,3,10.6,g
1417,32385,301,230,b,0,5359,277,139,6,36,41,141,4,15.6,y
1418,32401,7,230,b,0,5362,277,139,6,36,41,172,5,18.4,g
1419,32419,288,162,lbw,0,5365,278,139,6,41,36,12,1,1.4,y
1420,32441,3,316,c,31,5369,278,139,6,41,36,48,2,5.2,y
1421,32493,277,94,b,0,5377,278,139,6,41,36,120,3,13.4,y
1422,32521,148,53,b,0,5382,278,139,6,41,36,181,4,18.2,g
1423,32527,171,94,b,0,5383,278,139,6,41,36,187,5,19.2,y
1424,32543,245,125,b,0,5386,279,140,6,37,38,16,1,2.2,r
1425,32554,73,125,c,34,5388,279,140,6,37,38,22,2,4.1,r
1426,32567,138,141,c,45,5390,279,140,6,37,38,33,3,6.2,r
1427,32631,8,33,b,0,5400,279,140,6,37,38,107,4,16.2,r
1428,32649,278,280,b,0,5403,279,140,6,37,38,127,5,19.2,y
1429,32711,34,13,c,245,5413,280,140,6,38,37,69,1,9.3,r
1430,32720,45,268,c,8,5414,280,140,6,38,37,78,2,10.6,y
1431,32727,298,268,lbw,0,5416,280,140,6,38,37,88,3,12.1,y
1432,32733,272,315,b,0,5417,280,140,6,38,37,95,4,13.1,r
1433,32734,33,315,b,0,5417,280,140,6,38,37,95,5,13.2,r
1434,32753,157,52,b,0,5420,280,140,6,38,37,114,6,16.3,y
1435,32758,238,315,b,0,5421,280,140,6,38,37,120,7,17.2,r
1436,32788,300,188,b,0,5426,281,141,6,31,35,26,1,2.2,y
1437,32808,222,35,c,172,5429,281,141,6,31,35,55,2,5.4,g
1438,32816,194,78,c,197,5430,281,141,6,31,35,65,3,6.6,y
1439,32821,264,304,lbw,0,5431,281,141,6,31,35,72,4,7.5,g
1440,32847,28,267,lbw,0,5435,281,141,6,31,35,110,5,11.6,g
1441,32865,113,35,c,99,5438,281,141,6,31,35,137,6,14.6,y
1442,32909,172,36,b,0,5446,282,141,6,35,31,29,1,2.2,y
1443,32958,237,177,c,194,5454,282,141,6,35,31,83,2,10.3,y
1444,33008,197,36,c,300,5462,282,141,6,35,31,165,3,18.5,y
1445,33035,57,306,b,0,5467,283,142,6,33,40,24,1,3.2,y
1446,33068,317,6,c,4,5472,283,142,6,33,40,57,2,8.5,r
1447,33071,149,226,c,29,5473,283,142,6,33,40,58,3,9.2,y
1448,33099,83,226,b,0,5477,283,142,6,33,40,114,4,13.5,y
1449,33127,98,306,lbw,0,5482,283,142,6,33,40,160,5,18.3,r
1450,33143,18,283,lbw,0,5484,284,142,6,40,33,7,1,0.6,r
1451,33146,29,132,b,0,5485,284,142,6,40,33,9,2,1.3,y
1452,33200,72,39,b,0,5494,284,142,6,40,33,84,3,10.2,r
1453,33219,4,164,c,317,5497,284,142,6,40,33,99,4,13.2,y
1454,33235,59,164,c,89,5499,284,142,6,40,33,119,5,15.6,y
1455,33263,298,54,b,0,5504,285,143,6,38,42,1,1,0.4,y
1456,33282,238,9,c,60,5507,285,143,6,38,42,37,2,3.5,y
1457,33291,45,9,lbw,0,5509,285,143,6,38,42,46,3,5.2,y
1458,33298,272,271,lbw,0,5510,285,143,6,38,42,55,4,6.3,y
1459,33313,34,9,c,71,5512,285,143,6,38,42,78,5,8.6,y
1460,33318,33,11,b,0,5513,285,143,6,38,42,82,6,9.5,y
1461,33322,157,9,b,0,5514,285,143,6,38,42,84,7,10.3,y
1462,33323,280,9,c,9,5514,285,143,6,38,42,84,8,10.4,y
1463,33376,125,54,b,0,5523,285,143,6,38,42,150,9,19.3,y
1464,33466,71,106,b,0,5538,286,143,6,42,38,128,1,14.2,y
1465,33476,173,125,c,45,5539,286,143,6,42,38,143,2,15.6,y
1466,33483,231,280,b,0,5541,286,143,6,42,38,157,3,17.1,y
1467,33503,88,230,lbw,0,5544,287,144,6,39,41,28,1,2.5,r
1468,33582,185,229,c,171,5557,287,144,6,39,41,147,2,15.5,y
1469,33584,84,230,b,0,5558,287,144,6,39,41,147,3,16.1,r
1470,33602,137,313,b,0,5561,287,144,6,39,41,169,4,19.1,y
1471,33607,265,313,c,229,5561,287,144,6,39,41,175,5,19.6,y
1472,33628,288,295,lbw,0,5565,288,144,6,41,39,26,1,3.3,y
1473,33710,3,319,b,0,5578,288,144,6,41,39,133,2,16.3,r
1474,33810,1,98,b,0,5595,289,145,6,34,33,97,1,13.3,y
1475,33811,61,98,b,0,5595,289,145,6,34,33,97,2,13.4,y
1476,33813,305,98,b,0,5595,289,145,6,34,33,97,3,13.6,y
1477,33831,2,89,b,0,5598,289,145,6,34,33,131,4,16.6,y
1478,33919,57,234,c,110,5613,290,145,6,33,34,110,1,11.4,y
1479,33940,317,61,lbw,0,5617,290,145,6,33,34,128,2,15.1,y
1480,33942,149,61,b,0,5617,290,145,6,33,34,128,3,15.3,y
1481,33946,83,91,b,0,5618,290,145,6,33,34,132,4,16.1,y
1482,33969,98,61,b,0,5621,290,145,6,33,34,165,5,19.5,y
1483,33980,100,198,lbw,0,5623,291,146,6,32,31,8,1,1.4,g
1484,33987,159,36,c,93,5624,291,146,6,32,31,16,2,2.5,y
1485,33995,261,177,b,0,5626,291,146,6,32,31,22,3,4.1,y
1486,34069,74,93,b,0,5638,291,146,6,32,31,109,4,16.2,y
1487,34112,300,10,b,0,5645,292,146,6,31,32,28,1,3.2,g
1488,34123,194,10,lbw,0,5647,292,146,6,31,32,35,2,5.1,g
1489,34162,222,169,b,0,5653,292,146,6,31,32,90,3,11.2,g
1490,34199,28,169,c,74,5659,292,146,6,31,32,142,4,17.2,g
1491,34217,71,125,c,34,5662,293,147,6,42,38,22,1,2.3,r
1492,34221,173,296,lbw,0,5663,293,147,6,42,38,23,2,3.1,y
1493,34283,195,33,b,0,5673,293,147,6,42,38,127,3,13.3,y
1494,34314,231,125,c,157,5678,293,147,6,42,38,166,4,18.4,r
1495,34335,298,25,c,9,5682,294,147,6,38,42,13,1,2.1,y
1496,34342,238,12,lbw,0,5683,294,147,6,38,42,23,2,3.2,r
1497,34362,34,9,b,0,5686,294,147,6,38,42,42,3,6.4,y
1498,34421,45,11,c,231,5695,294,147,6,38,42,127,4,15.6,r
1499,34426,157,271,b,0,5696,294,147,6,38,42,136,5,16.5,y
1500,34437,272,25,c,271,5698,294,147,6,38,42,153,6,18.4,y
1501,34438,125,25,b,0,5698,294,147,6,38,42,153,7,18.5,y
1502,34486,88,87,c,7,5706,295,148,6,39,36,41,1,6.4,g
1503,34490,185,316,lbw,0,5707,295,148,6,39,36,51,2,7.2,y
1504,34499,137,53,c,7,5708,295,148,6,39,36,62,3,8.5,g
1505,34511,84,53,b,0,5710,295,148,6,39,36,77,4,10.5,g
1506,34518,48,316,lbw,0,5711,295,148,6,39,36,84,5,11.5,y
1507,34669,301,319,b,0,5736,296,148,6,36,39,176,1,16.5,g
1508,34743,172,113,b,0,5749,297,149,6,35,31,98,1,11.4,y
1509,34745,197,113,lbw,0,5749,297,149,6,35,31,98,2,11.6,y
1510,34759,246,177,b,0,5752,297,149,6,35,31,111,3,14.2,y
1511,34761,228,177,b,0,5752,297,149,6,35,31,115,4,14.4,y
1512,34790,43,36,lbw,0,5757,297,149,6,35,31,155,5,19.3,y
1513,34833,300,304,b,0,5764,298,149,6,31,35,57,1,6.3,y
1514,34837,222,228,c,172,5765,298,149,6,31,35,58,2,7.1,y
1515,34850,28,188,b,0,5767,298,149,6,31,35,77,3,9.1,y
1516,34865,264,188,b,0,5769,298,149,6,31,35,92,4,11.3,y
1517,34918,2,132,b,0,5778,299,150,6,34,33,13,1,1.5,y
1518,34928,305,132,lbw,0,5780,299,150,6,34,33,17,2,3.3,y
1519,34933,16,79,lbw,0,5781,299,150,6,34,33,18,3,4.2,r
1520,34967,235,98,c,79,5786,299,150,6,34,33,50,4,9.5,y
1521,34999,1,132,c,317,5792,299,150,6,34,33,95,5,15.1,y
1522,35006,110,89,b,0,5793,299,150,6,34,33,99,6,16.2,r
1523,35028,61,79,c,83,5796,299,150,6,34,33,138,7,19.5,y
1524,35123,83,91,b,0,5812,300,150,6,33,34,121,1,15.2,y
1525,35146,298,52,c,8,5816,301,151,6,38,37,15,1,2.2,y
1526,35201,238,315,c,8,5824,301,151,6,38,37,83,2,10.6,y
1527,35203,34,13,lbw,0,5825,301,151,6,38,37,84,3,11.2,g
1528,35245,45,52,b,0,5832,301,151,6,38,37,143,4,18.1,y
1529,35250,272,52,c,278,5832,301,151,6,38,37,150,5,18.6,y
1530,35255,157,315,b,0,5833,301,151,6,38,37,152,6,19.5,g
1531,35284,245,141,c,45,5838,302,151,6,37,38,56,1,4.4,g
1532,35289,138,106,lbw,0,5839,302,151,6,37,38,68,2,5.3,y
1533,35322,73,141,c,106,5844,302,151,6,37,38,113,3,10.5,g
1534,35330,278,141,b,0,5846,302,151,6,37,38,120,4,12.1,g
1535,35351,285,125,c,298,5849,302,151,6,37,38,150,5,15.4,y